image_filename,filename,is_negative
f10be136-bba9-11e8-b2ba-ac1f6b6435d0,f10be136-bba9-11e8-b2ba-ac1f6b6435d0_10,0
35f2cde6-bbb9-11e8-b2ba-ac1f6b6435d0,35f2cde6-bbb9-11e8-b2ba-ac1f6b6435d0_21,0
1752_G8_18,1752_G8_18_28,0
1752_G8_18,1752_G8_18_29,0
548_H2_1,548_H2_1_3,0
f10be136-bba9-11e8-b2ba-ac1f6b6435d0,f10be136-bba9-11e8-b2ba-ac1f6b6435d0_13,0
548_H2_1,548_H2_1_2,0
f10be136-bba9-11e8-b2ba-ac1f6b6435d0,f10be136-bba9-11e8-b2ba-ac1f6b6435d0_8,0
1752_G8_8,1752_G8_8_30,0
1752_G8_8,1752_G8_8_32,0
1752_G8_8,1752_G8_8_34,0
837_A6_7,837_A6_7_10,0
837_A6_7,837_A6_7_11,0
a0218018-bbc3-11e8-b2bc-ac1f6b6435d0,a0218018-bbc3-11e8-b2bc-ac1f6b6435d0_3,0
837_A6_7,837_A6_7_13,0
837_A6_7,837_A6_7_14,0
837_A6_7,837_A6_7_15,0
f15fb068-bba9-11e8-b2ba-ac1f6b6435d0,f15fb068-bba9-11e8-b2ba-ac1f6b6435d0_12,0
35f2cde6-bbb9-11e8-b2ba-ac1f6b6435d0,35f2cde6-bbb9-11e8-b2ba-ac1f6b6435d0_18,0
35f2cde6-bbb9-11e8-b2ba-ac1f6b6435d0,35f2cde6-bbb9-11e8-b2ba-ac1f6b6435d0_17,0
837_A6_7,837_A6_7_9,0
f31221e8-bba9-11e8-b2ba-ac1f6b6435d0,f31221e8-bba9-11e8-b2ba-ac1f6b6435d0_3,0
f31221e8-bba9-11e8-b2ba-ac1f6b6435d0,f31221e8-bba9-11e8-b2ba-ac1f6b6435d0_5,0
f31221e8-bba9-11e8-b2ba-ac1f6b6435d0,f31221e8-bba9-11e8-b2ba-ac1f6b6435d0_6,0
f31221e8-bba9-11e8-b2ba-ac1f6b6435d0,f31221e8-bba9-11e8-b2ba-ac1f6b6435d0_8,0
846_G4_1,846_G4_1_10,0
846_G4_1,846_G4_1_12,0
97915e76-bba2-11e8-b2b9-ac1f6b6435d0,97915e76-bba2-11e8-b2b9-ac1f6b6435d0_22,0
846_G4_1,846_G4_1_13,0
f31221e8-bba9-11e8-b2ba-ac1f6b6435d0,f31221e8-bba9-11e8-b2ba-ac1f6b6435d0_12,0
35f2cde6-bbb9-11e8-b2ba-ac1f6b6435d0,35f2cde6-bbb9-11e8-b2ba-ac1f6b6435d0_13,0
35f2cde6-bbb9-11e8-b2ba-ac1f6b6435d0,35f2cde6-bbb9-11e8-b2ba-ac1f6b6435d0_15,0
837_A6_7,837_A6_7_8,0
837_A6_7,837_A6_7_7,0
837_A6_7,837_A6_7_6,0
97915e76-bba2-11e8-b2b9-ac1f6b6435d0,97915e76-bba2-11e8-b2b9-ac1f6b6435d0_10,0
837_A6_6,837_A6_6_3,0
1e197e42-bb9e-11e8-b2b9-ac1f6b6435d0,1e197e42-bb9e-11e8-b2b9-ac1f6b6435d0_13,0
97915e76-bba2-11e8-b2b9-ac1f6b6435d0,97915e76-bba2-11e8-b2b9-ac1f6b6435d0_12,0
837_A6_6,837_A6_6_4,0
97915e76-bba2-11e8-b2b9-ac1f6b6435d0,97915e76-bba2-11e8-b2b9-ac1f6b6435d0_15,0
837_A6_6,837_A6_6_6,0
f15fb068-bba9-11e8-b2ba-ac1f6b6435d0,f15fb068-bba9-11e8-b2ba-ac1f6b6435d0_9,0
97915e76-bba2-11e8-b2b9-ac1f6b6435d0,97915e76-bba2-11e8-b2b9-ac1f6b6435d0_16,0
837_A6_6,837_A6_6_8,0
97915e76-bba2-11e8-b2b9-ac1f6b6435d0,97915e76-bba2-11e8-b2b9-ac1f6b6435d0_17,0
f15fb068-bba9-11e8-b2ba-ac1f6b6435d0,f15fb068-bba9-11e8-b2ba-ac1f6b6435d0_10,0
837_A6_6,837_A6_6_11,0
1e197e42-bb9e-11e8-b2b9-ac1f6b6435d0,1e197e42-bb9e-11e8-b2b9-ac1f6b6435d0_1,0
837_A6_6,837_A6_6_12,0
97915e76-bba2-11e8-b2b9-ac1f6b6435d0,97915e76-bba2-11e8-b2b9-ac1f6b6435d0_18,0
f15fb068-bba9-11e8-b2ba-ac1f6b6435d0,f15fb068-bba9-11e8-b2ba-ac1f6b6435d0_11,0
837_A6_7,837_A6_7_1,0
837_A6_7,837_A6_7_3,0
837_A6_7,837_A6_7_4,0
837_A6_7,837_A6_7_5,0
9154beea-bba2-11e8-b2b9-ac1f6b6435d0,9154beea-bba2-11e8-b2b9-ac1f6b6435d0_11,0
9154beea-bba2-11e8-b2b9-ac1f6b6435d0,9154beea-bba2-11e8-b2b9-ac1f6b6435d0_10,0
f10be136-bba9-11e8-b2ba-ac1f6b6435d0,f10be136-bba9-11e8-b2ba-ac1f6b6435d0_2,0
9154beea-bba2-11e8-b2b9-ac1f6b6435d0,9154beea-bba2-11e8-b2b9-ac1f6b6435d0_9,0
738_F10_2,738_F10_2_2,0
89513a36-bbc3-11e8-b2bc-ac1f6b6435d0,89513a36-bbc3-11e8-b2bc-ac1f6b6435d0_16,0
738_F10_2,738_F10_2_6,0
90397e06-bba2-11e8-b2b9-ac1f6b6435d0,90397e06-bba2-11e8-b2b9-ac1f6b6435d0_1,0
738_F10_2,738_F10_2_8,0
291_F4_1,291_F4_1_6,0
738_F10_2,738_F10_2_12,0
738_F10_2,738_F10_2_13,0
90397e06-bba2-11e8-b2b9-ac1f6b6435d0,90397e06-bba2-11e8-b2b9-ac1f6b6435d0_3,0
738_F10_2,738_F10_2_1,0
90397e06-bba2-11e8-b2b9-ac1f6b6435d0,90397e06-bba2-11e8-b2b9-ac1f6b6435d0_4,0
742_A8_1,742_A8_1_2,0
90397e06-bba2-11e8-b2b9-ac1f6b6435d0,90397e06-bba2-11e8-b2b9-ac1f6b6435d0_5,0
90397e06-bba2-11e8-b2b9-ac1f6b6435d0,90397e06-bba2-11e8-b2b9-ac1f6b6435d0_6,0
90397e06-bba2-11e8-b2b9-ac1f6b6435d0,90397e06-bba2-11e8-b2b9-ac1f6b6435d0_7,0
742_A8_1,742_A8_1_8,0
3c39f256-bbb9-11e8-b2ba-ac1f6b6435d0,3c39f256-bbb9-11e8-b2ba-ac1f6b6435d0_19,0
90397e06-bba2-11e8-b2b9-ac1f6b6435d0,90397e06-bba2-11e8-b2b9-ac1f6b6435d0_8,0
742_A8_1,742_A8_1_13,0
90397e06-bba2-11e8-b2b9-ac1f6b6435d0,90397e06-bba2-11e8-b2b9-ac1f6b6435d0_10,0
738_F10_2,738_F10_2_16,0
89513a36-bbc3-11e8-b2bc-ac1f6b6435d0,89513a36-bbc3-11e8-b2bc-ac1f6b6435d0_15,0
437ebe3e-bbb9-11e8-b2ba-ac1f6b6435d0,437ebe3e-bbb9-11e8-b2ba-ac1f6b6435d0_12,0
30c9ced4-bb9e-11e8-b2b9-ac1f6b6435d0,30c9ced4-bb9e-11e8-b2b9-ac1f6b6435d0_4,0
1219_D2_1,1219_D2_1_31,0
1219_D2_1,1219_D2_1_32,0
1219_D2_1,1219_D2_1_33,0
1219_D2_1,1219_D2_1_34,0
89513a36-bbc3-11e8-b2bc-ac1f6b6435d0,89513a36-bbc3-11e8-b2bc-ac1f6b6435d0_10,0
475a059a-bbb9-11e8-b2ba-ac1f6b6435d0,475a059a-bbb9-11e8-b2ba-ac1f6b6435d0_7,0
30c9ced4-bb9e-11e8-b2b9-ac1f6b6435d0,30c9ced4-bb9e-11e8-b2b9-ac1f6b6435d0_19,0
475a059a-bbb9-11e8-b2ba-ac1f6b6435d0,475a059a-bbb9-11e8-b2ba-ac1f6b6435d0_6,0
30c9ced4-bb9e-11e8-b2b9-ac1f6b6435d0,30c9ced4-bb9e-11e8-b2b9-ac1f6b6435d0_17,0
475a059a-bbb9-11e8-b2ba-ac1f6b6435d0,475a059a-bbb9-11e8-b2ba-ac1f6b6435d0_5,0
89513a36-bbc3-11e8-b2bc-ac1f6b6435d0,89513a36-bbc3-11e8-b2bc-ac1f6b6435d0_13,0
475a059a-bbb9-11e8-b2ba-ac1f6b6435d0,475a059a-bbb9-11e8-b2ba-ac1f6b6435d0_4,0
30c9ced4-bb9e-11e8-b2b9-ac1f6b6435d0,30c9ced4-bb9e-11e8-b2b9-ac1f6b6435d0_13,0
291_F4_1,291_F4_1_7,0
475a059a-bbb9-11e8-b2ba-ac1f6b6435d0,475a059a-bbb9-11e8-b2ba-ac1f6b6435d0_3,0
30c9ced4-bb9e-11e8-b2b9-ac1f6b6435d0,30c9ced4-bb9e-11e8-b2b9-ac1f6b6435d0_10,0
475a059a-bbb9-11e8-b2ba-ac1f6b6435d0,475a059a-bbb9-11e8-b2ba-ac1f6b6435d0_2,0
30c9ced4-bb9e-11e8-b2b9-ac1f6b6435d0,30c9ced4-bb9e-11e8-b2b9-ac1f6b6435d0_8,0
475a059a-bbb9-11e8-b2ba-ac1f6b6435d0,475a059a-bbb9-11e8-b2ba-ac1f6b6435d0_1,0
89513a36-bbc3-11e8-b2bc-ac1f6b6435d0,89513a36-bbc3-11e8-b2bc-ac1f6b6435d0_14,0
437ebe3e-bbb9-11e8-b2ba-ac1f6b6435d0,437ebe3e-bbb9-11e8-b2ba-ac1f6b6435d0_15,0
90397e06-bba2-11e8-b2b9-ac1f6b6435d0,90397e06-bba2-11e8-b2b9-ac1f6b6435d0_11,0
97915e76-bba2-11e8-b2b9-ac1f6b6435d0,97915e76-bba2-11e8-b2b9-ac1f6b6435d0_27,0
3c39f256-bbb9-11e8-b2ba-ac1f6b6435d0,3c39f256-bbb9-11e8-b2ba-ac1f6b6435d0_18,0
89513a36-bbc3-11e8-b2bc-ac1f6b6435d0,89513a36-bbc3-11e8-b2bc-ac1f6b6435d0_17,0
837_H5_6,837_H5_6_13,0
837_H5_6,837_H5_6_14,0
837_H5_6,837_H5_6_15,0
384595ba-bbb9-11e8-b2ba-ac1f6b6435d0,384595ba-bbb9-11e8-b2ba-ac1f6b6435d0_12,0
384595ba-bbb9-11e8-b2ba-ac1f6b6435d0,384595ba-bbb9-11e8-b2ba-ac1f6b6435d0_11,0
90224790-bba2-11e8-b2b9-ac1f6b6435d0,90224790-bba2-11e8-b2b9-ac1f6b6435d0_11,0
656_H8_2,656_H8_2_5,0
384595ba-bbb9-11e8-b2ba-ac1f6b6435d0,384595ba-bbb9-11e8-b2ba-ac1f6b6435d0_10,0
90224790-bba2-11e8-b2b9-ac1f6b6435d0,90224790-bba2-11e8-b2b9-ac1f6b6435d0_12,0
90224790-bba2-11e8-b2b9-ac1f6b6435d0,90224790-bba2-11e8-b2b9-ac1f6b6435d0_9,0
384595ba-bbb9-11e8-b2ba-ac1f6b6435d0,384595ba-bbb9-11e8-b2ba-ac1f6b6435d0_9,0
384595ba-bbb9-11e8-b2ba-ac1f6b6435d0,384595ba-bbb9-11e8-b2ba-ac1f6b6435d0_8,0
384595ba-bbb9-11e8-b2ba-ac1f6b6435d0,384595ba-bbb9-11e8-b2ba-ac1f6b6435d0_7,0
384595ba-bbb9-11e8-b2ba-ac1f6b6435d0,384595ba-bbb9-11e8-b2ba-ac1f6b6435d0_6,0
384595ba-bbb9-11e8-b2ba-ac1f6b6435d0,384595ba-bbb9-11e8-b2ba-ac1f6b6435d0_5,0
9154beea-bba2-11e8-b2b9-ac1f6b6435d0,9154beea-bba2-11e8-b2b9-ac1f6b6435d0_3,0
9154beea-bba2-11e8-b2b9-ac1f6b6435d0,9154beea-bba2-11e8-b2b9-ac1f6b6435d0_5,0
99cba220-bbc3-11e8-b2bc-ac1f6b6435d0,99cba220-bbc3-11e8-b2bc-ac1f6b6435d0_5,0
9154beea-bba2-11e8-b2b9-ac1f6b6435d0,9154beea-bba2-11e8-b2b9-ac1f6b6435d0_7,0
9154beea-bba2-11e8-b2b9-ac1f6b6435d0,9154beea-bba2-11e8-b2b9-ac1f6b6435d0_8,0
548_H2_1,548_H2_1_7,0
90224790-bba2-11e8-b2b9-ac1f6b6435d0,90224790-bba2-11e8-b2b9-ac1f6b6435d0_8,0
384595ba-bbb9-11e8-b2ba-ac1f6b6435d0,384595ba-bbb9-11e8-b2ba-ac1f6b6435d0_13,0
548_H2_1,548_H2_1_8,0
90397e06-bba2-11e8-b2b9-ac1f6b6435d0,90397e06-bba2-11e8-b2b9-ac1f6b6435d0_13,0
90397e06-bba2-11e8-b2b9-ac1f6b6435d0,90397e06-bba2-11e8-b2b9-ac1f6b6435d0_14,0
90397e06-bba2-11e8-b2b9-ac1f6b6435d0,90397e06-bba2-11e8-b2b9-ac1f6b6435d0_16,0
90397e06-bba2-11e8-b2b9-ac1f6b6435d0,90397e06-bba2-11e8-b2b9-ac1f6b6435d0_18,0
384595ba-bbb9-11e8-b2ba-ac1f6b6435d0,384595ba-bbb9-11e8-b2ba-ac1f6b6435d0_16,0
384595ba-bbb9-11e8-b2ba-ac1f6b6435d0,384595ba-bbb9-11e8-b2ba-ac1f6b6435d0_15,0
732_A5_2,732_A5_2_12,0
837_H5_5,837_H5_5_1,0
90397e06-bba2-11e8-b2b9-ac1f6b6435d0,90397e06-bba2-11e8-b2b9-ac1f6b6435d0_19,0
90397e06-bba2-11e8-b2b9-ac1f6b6435d0,90397e06-bba2-11e8-b2b9-ac1f6b6435d0_22,0
90397e06-bba2-11e8-b2b9-ac1f6b6435d0,90397e06-bba2-11e8-b2b9-ac1f6b6435d0_24,0
837_H5_5,837_H5_5_7,0
90397e06-bba2-11e8-b2b9-ac1f6b6435d0,90397e06-bba2-11e8-b2b9-ac1f6b6435d0_27,0
837_H5_5,837_H5_5_9,0
837_H5_5,837_H5_5_10,0
837_H5_5,837_H5_5_13,0
384595ba-bbb9-11e8-b2ba-ac1f6b6435d0,384595ba-bbb9-11e8-b2ba-ac1f6b6435d0_14,0
90224790-bba2-11e8-b2b9-ac1f6b6435d0,90224790-bba2-11e8-b2b9-ac1f6b6435d0_1,0
90224790-bba2-11e8-b2b9-ac1f6b6435d0,90224790-bba2-11e8-b2b9-ac1f6b6435d0_2,0
949e5338-bbc3-11e8-b2bc-ac1f6b6435d0,949e5338-bbc3-11e8-b2bc-ac1f6b6435d0_8,0
837_H5_6,837_H5_6_4,0
812_H6_1,812_H6_1_6,0
846_G4_2,846_G4_2_6,0
846_G4_2,846_G4_2_9,0
96c88a50-bba2-11e8-b2b9-ac1f6b6435d0,96c88a50-bba2-11e8-b2b9-ac1f6b6435d0_1,0
af7e3ef2-bbc3-11e8-b2bc-ac1f6b6435d0,af7e3ef2-bbc3-11e8-b2bc-ac1f6b6435d0_14,0
b1a6918e-bbc3-11e8-b2bc-ac1f6b6435d0,b1a6918e-bbc3-11e8-b2bc-ac1f6b6435d0_1,0
1466_A7_3,1466_A7_3_43,0
27474e84-bbb9-11e8-b2ba-ac1f6b6435d0,27474e84-bbb9-11e8-b2ba-ac1f6b6435d0_2,0
23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0,23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0_32,0
23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0,23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0_31,0
0f9be68e-bb9e-11e8-b2b9-ac1f6b6435d0,0f9be68e-bb9e-11e8-b2b9-ac1f6b6435d0_4,0
23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0,23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0_30,0
b8020536-bbc3-11e8-b2bc-ac1f6b6435d0,b8020536-bbc3-11e8-b2bc-ac1f6b6435d0_13,0
27474e84-bbb9-11e8-b2ba-ac1f6b6435d0,27474e84-bbb9-11e8-b2ba-ac1f6b6435d0_6,0
0f9be68e-bb9e-11e8-b2b9-ac1f6b6435d0,0f9be68e-bb9e-11e8-b2b9-ac1f6b6435d0_1,0
23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0,23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0_24,0
987_D9_1,987_D9_1_1,0
987_D9_1,987_D9_1_2,0
987_D9_1,987_D9_1_4,0
987_D9_1,987_D9_1_5,0
987_D9_1,987_D9_1_6,0
c28c98b8-bbc3-11e8-b2bc-ac1f6b6435d0,c28c98b8-bbc3-11e8-b2bc-ac1f6b6435d0_3,0
1466_A7_3,1466_A7_3_17,0
987_D9_1,987_D9_1_9,0
b8020536-bbc3-11e8-b2bc-ac1f6b6435d0,b8020536-bbc3-11e8-b2bc-ac1f6b6435d0_14,0
27474e84-bbb9-11e8-b2ba-ac1f6b6435d0,27474e84-bbb9-11e8-b2ba-ac1f6b6435d0_8,0
a69f87dc-bbc3-11e8-b2bc-ac1f6b6435d0,a69f87dc-bbc3-11e8-b2bc-ac1f6b6435d0_18,0
27474e84-bbb9-11e8-b2ba-ac1f6b6435d0,27474e84-bbb9-11e8-b2ba-ac1f6b6435d0_11,0
10ca5d42-bb9e-11e8-b2b9-ac1f6b6435d0,10ca5d42-bb9e-11e8-b2b9-ac1f6b6435d0_4,0
27474e84-bbb9-11e8-b2ba-ac1f6b6435d0,27474e84-bbb9-11e8-b2ba-ac1f6b6435d0_29,0
256_B11_2,256_B11_2_5,0
256_B11_2,256_B11_2_4,0
1501_H1_1,1501_H1_1_7,0
a69f87dc-bbc3-11e8-b2bc-ac1f6b6435d0,a69f87dc-bbc3-11e8-b2bc-ac1f6b6435d0_10,0
a69f87dc-bbc3-11e8-b2bc-ac1f6b6435d0,a69f87dc-bbc3-11e8-b2bc-ac1f6b6435d0_11,0
27474e84-bbb9-11e8-b2ba-ac1f6b6435d0,27474e84-bbb9-11e8-b2ba-ac1f6b6435d0_27,0
a69f87dc-bbc3-11e8-b2bc-ac1f6b6435d0,a69f87dc-bbc3-11e8-b2bc-ac1f6b6435d0_12,0
27474e84-bbb9-11e8-b2ba-ac1f6b6435d0,27474e84-bbb9-11e8-b2ba-ac1f6b6435d0_23,0
a69f87dc-bbc3-11e8-b2bc-ac1f6b6435d0,a69f87dc-bbc3-11e8-b2bc-ac1f6b6435d0_13,0
27474e84-bbb9-11e8-b2ba-ac1f6b6435d0,27474e84-bbb9-11e8-b2ba-ac1f6b6435d0_20,0
a69f87dc-bbc3-11e8-b2bc-ac1f6b6435d0,a69f87dc-bbc3-11e8-b2bc-ac1f6b6435d0_17,0
27474e84-bbb9-11e8-b2ba-ac1f6b6435d0,27474e84-bbb9-11e8-b2ba-ac1f6b6435d0_19,0
27474e84-bbb9-11e8-b2ba-ac1f6b6435d0,27474e84-bbb9-11e8-b2ba-ac1f6b6435d0_18,0
27474e84-bbb9-11e8-b2ba-ac1f6b6435d0,27474e84-bbb9-11e8-b2ba-ac1f6b6435d0_17,0
1501_H1_1,1501_H1_1_14,0
1466_A7_4,1466_A7_4_18,0
1466_A7_4,1466_A7_4_16,0
27474e84-bbb9-11e8-b2ba-ac1f6b6435d0,27474e84-bbb9-11e8-b2ba-ac1f6b6435d0_14,0
27474e84-bbb9-11e8-b2ba-ac1f6b6435d0,27474e84-bbb9-11e8-b2ba-ac1f6b6435d0_12,0
987_D9_2,987_D9_2_1,0
10ca5d42-bb9e-11e8-b2b9-ac1f6b6435d0,10ca5d42-bb9e-11e8-b2b9-ac1f6b6435d0_6,0
987_D9_2,987_D9_2_2,0
987_D9_2,987_D9_2_4,0
96dee75a-bba2-11e8-b2b9-ac1f6b6435d0,96dee75a-bba2-11e8-b2b9-ac1f6b6435d0_8,0
23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0,23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0_10,0
23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0,23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0_8,0
23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0,23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0_7,0
c4a316b8-bbc3-11e8-b2bc-ac1f6b6435d0,c4a316b8-bbc3-11e8-b2bc-ac1f6b6435d0_16,0
23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0,23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0_5,0
96dee75a-bba2-11e8-b2b9-ac1f6b6435d0,96dee75a-bba2-11e8-b2b9-ac1f6b6435d0_13,0
1fb6c56e-bbb9-11e8-b2ba-ac1f6b6435d0,1fb6c56e-bbb9-11e8-b2ba-ac1f6b6435d0_4,0
1c2df124-bbb9-11e8-b2ba-ac1f6b6435d0,1c2df124-bbb9-11e8-b2ba-ac1f6b6435d0_5,0
c4a316b8-bbc3-11e8-b2bc-ac1f6b6435d0,c4a316b8-bbc3-11e8-b2bc-ac1f6b6435d0_15,0
776_H7_2,776_H7_2_4,0
96dee75a-bba2-11e8-b2b9-ac1f6b6435d0,96dee75a-bba2-11e8-b2b9-ac1f6b6435d0_16,0
776_H7_2,776_H7_2_9,0
96dee75a-bba2-11e8-b2b9-ac1f6b6435d0,96dee75a-bba2-11e8-b2b9-ac1f6b6435d0_17,0
d2520df0-bbc3-11e8-b2bc-ac1f6b6435d0,d2520df0-bbc3-11e8-b2bc-ac1f6b6435d0_5,0
776_H7_2,776_H7_2_14,0
96dee75a-bba2-11e8-b2b9-ac1f6b6435d0,96dee75a-bba2-11e8-b2b9-ac1f6b6435d0_23,0
1e4bfe04-bba7-11e8-b2ba-ac1f6b6435d0,1e4bfe04-bba7-11e8-b2ba-ac1f6b6435d0_14,0
1e4bfe04-bba7-11e8-b2ba-ac1f6b6435d0,1e4bfe04-bba7-11e8-b2ba-ac1f6b6435d0_12,0
1e4bfe04-bba7-11e8-b2ba-ac1f6b6435d0,1e4bfe04-bba7-11e8-b2ba-ac1f6b6435d0_9,0
776_H7_2,776_H7_2_5,0
23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0,23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0_13,0
c4a316b8-bbc3-11e8-b2bc-ac1f6b6435d0,c4a316b8-bbc3-11e8-b2bc-ac1f6b6435d0_8,0
c28c98b8-bbc3-11e8-b2bc-ac1f6b6435d0,c28c98b8-bbc3-11e8-b2bc-ac1f6b6435d0_15,0
987_D9_2,987_D9_2_5,0
987_D9_2,987_D9_2_6,0
987_D9_2,987_D9_2_7,0
987_D9_2,987_D9_2_8,0
987_D9_2,987_D9_2_9,0
987_D9_2,987_D9_2_10,0
23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0,23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0_22,0
987_C9_2,987_C9_2_3,0
987_C9_2,987_C9_2_4,0
987_C9_2,987_C9_2_6,0
987_C9_2,987_C9_2_7,0
987_C9_2,987_C9_2_8,0
727_C10_3,727_C10_3_4,0
23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0,23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0_21,0
23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0,23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0_19,0
23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0,23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0_18,0
c28c98b8-bbc3-11e8-b2bc-ac1f6b6435d0,c28c98b8-bbc3-11e8-b2bc-ac1f6b6435d0_6,0
789_E7_2,789_E7_2_4,0
789_E7_2,789_E7_2_5,0
c28c98b8-bbc3-11e8-b2bc-ac1f6b6435d0,c28c98b8-bbc3-11e8-b2bc-ac1f6b6435d0_11,0
23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0,23f39f3a-bbb9-11e8-b2ba-ac1f6b6435d0_16,0
987_D9_2,987_D9_2_3,0
4be330f0-bbb9-11e8-b2ba-ac1f6b6435d0,4be330f0-bbb9-11e8-b2ba-ac1f6b6435d0_26,0
